Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_Id
8233,3258055,No,0,60,E1,33.33,33.33,0,No,No,Male,Agency,4,L001,201301,29,1,D2
8234,3258072,Yes,14,30,E1,30.77,23.08,-5.88,No,No,Male,Direct,1,L009,400001,24,2,D5
8235,3258082,Yes,14,30,E1,133.33,133.33,0,No,Yes,Male,Direct,2,L002,600020,32,2,D16
8236,3258089,Yes,18,60,E1,44.93,47.34,1.67,No,No,Male,Agency,1,L002,600020,27,1,D9
8237,3258090,Yes,46,30,E1,81.82,50,-17.5,No,No,Male,Agency,2,L002,600020,26,1,D6
8238,3258096,Yes,63,45,E1,53.41,70.45,11.11,No,No,Male,Agency,2,L002,600020,26,1,D14
8239,3258106,Yes,3,30,E1,124.36,156.41,14.29,No,No,Male,Agency,2,L002,600020,27,1,D4
8240,3258117,No,7,30,E1,42.86,7.14,-25,No,No,Male,Agency,3,L002,600020,26,1,D11
8241,3258129,No,1,30,E1,7.82,17.25,8.75,No,No,Male,Agency,2,L002,600020,25,1,D1
8242,3258142,Yes,46,30,E1,42.16,47.06,3.45,No,No,Female,Agency,2,L002,600020,24,1,D21
8243,3258146,Yes,19,30,E1,5.56,94.44,84.21,No,No,Male,Agency,4,L002,600020,26,1,D13
8244,3258149,Yes,42,30,E1,66.67,83.33,10,No,No,Male,Agency,2,L002,600020,24,1,D11
8246,3258205,Yes,5,60,E1,33.33,31.11,-1.67,No,No,Male,Agency,3,L001,201301,26,1,D6
8247,3258218,No,0,30,E1,39.06,31.25,-5.62,No,No,Male,Agency,3,L002,600020,25,3,D17
8248,3258229,No,24,90,E2,42.86,42.86,0,No,No,Male,Direct,8,L004,560034,32,1,D6
8249,3258256,Yes,72,45,E1,27.27,12.73,-11.43,No,Yes,Female,Direct,2,L001,201301,30,7,D10
8250,3258270,Yes,90,90,E1,50.94,35.85,-10,No,No,Female,Direct,3,L001,201301,25,7,D4
8251,3258275,No,1,60,E3,78.57,42.86,-20,No,Yes,Male,Employee Referral,5,L001,201301,29,2,D7
8252,3258343,Yes,90,90,E1,29.63,14.81,-11.43,No,Yes,Male,Direct,3,L001,201301,25,7,D20
8253,3258355,No,43,60,E1,90,110,10.53,No,Yes,Male,Direct,2,L001,201301,23,6,D22
8254,3258384,No,25,30,E2,20,20,0,No,No,Male,Direct,9,L001,201301,33,2,D24
8255,3258412,No,10,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,L001,201301,24,2,D9
8256,3258638,Yes,77,30,E1,100,100,0,No,Yes,Male,Direct,3,L002,600020,27,5,D17
8259,3260524,No,1,60,E3,52.94,29.41,-15.38,No,Yes,Male,Employee Referral,7,L001,201301,29,2,D16
8262,3262451,Yes,2,30,E1,33.33,-1.11,-25.83,No,No,Male,Agency,2,L001,201301,26,1,D22
8263,3262461,No,22,30,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,3,L001,201301,26,1,D21
8264,3262543,No,3,60,E1,71.43,68.57,-1.67,No,Yes,Male,Agency,4,L004,560034,28,4,D19
8266,3262688,Yes,96,45,E1,33.33,28.89,-3.33,Yes,Yes,Male,Agency,2,L001,201301,26,1,D1
8273,3262724,No,39,30,E1,36.92,36.92,0,No,No,Male,Direct,3,L002,600020,27,4,D9
8275,3262731,Yes,38,30,E1,53.85,44.23,-6.25,No,No,Male,Agency,2,L001,201301,29,5,D21
8277,3262878,No,35,30,E1,50,50,0,No,Yes,Male,Agency,3,L002,600020,25,1,D22
8278,3262961,No,39,30,E1,42.17,42.17,0,No,No,Male,Direct,3,L002,600020,26,4,D22
8279,3262963,No,78,45,E1,18.33,18.33,0,No,No,Male,Direct,3,L002,600020,26,4,D14
8282,3262967,No,54,60,E1,51.61,51.61,0,No,No,Male,Direct,3,L002,600020,28,4,D20
8284,3262969,No,42,30,E1,30,30,0,No,No,Male,Direct,4,L002,600020,26,4,D10
8285,3263010,No,7,30,E1,115.28,108.33,-3.23,No,No,Male,Agency,1,L002,600020,25,1,D4
8286,3263037,No,6,60,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,4,L001,201301,28,1,D7
8287,3263043,No,4,30,E2,25,6.25,-15,No,Yes,Male,Direct,6,L002,600020,28,1,D14
8288,3263047,Yes,38,30,E1,42.86,5.95,-25.83,No,No,Female,Agency,3,L001,201301,27,5,D5
8289,3263093,No,5,60,E2,20,20,0,No,No,Male,Direct,8,L002,600020,36,4,D23
8290,3263131,Yes,1,45,E1,100,100,0,No,No,Female,Direct,3,L002,600020,25,2,D4
8291,3263134,No,37,30,E1,100,60,-20,No,No,Male,Direct,1,L004,560034,24,2,D17
8292,3263136,No,0,30,E1,38.89,33.33,-4,No,No,Male,Direct,2,L009,400001,24,2,D24
8293,3263143,Yes,3,30,E2,50,100,33.33,No,No,Male,Agency,4,L004,560034,27,2,D9
8294,3263151,Yes,49,60,E1,45.2,45.2,0,No,No,Male,Agency,1,L004,560034,28,2,D20
8295,3263162,No,7,30,E1,66.67,153.33,52,No,No,Male,Employee Referral,2,L004,560034,26,2,D14
8296,3263167,Yes,4,30,E1,66.67,120,32,No,Yes,Female,Direct,1,L004,560034,30,2,D6
8297,3263206,No,9,30,E2,6.25,0,-5.88,No,No,Male,Direct,7,L002,600020,30,1,D20
8298,3263213,Yes,7,60,E1,60,38.46,-13.46,No,No,Female,Agency,2,L002,600020,24,1,D20
8300,3263235,Yes,2,30,E1,150,150,0,No,No,Male,Agency,2,L002,600020,27,1,D14
8301,3263237,Yes,1,30,E1,83.33,83.33,0,No,Yes,Female,Agency,1,L002,600020,23,1,D14
8302,3263242,Yes,41,60,E1,45.83,25,-14.29,Yes,No,Male,Agency,3,L002,600020,24,1,D21
8303,3263309,No,6,30,E1,48.94,40.96,-5.36,No,No,Male,Direct,3,L002,600020,26,1,D8
8304,3263331,Yes,110,90,E1,50,47.5,-1.67,No,Yes,Male,Agency,3,L004,560034,26,4,D3
8305,3263380,Yes,1,45,E1,20,20,0,No,No,Male,Agency,3,L002,600020,27,1,D10
8306,3263405,Yes,2,30,E1,66.67,66.67,0,No,No,Male,Agency,1,L002,600020,23,1,D2
8307,3263423,Yes,58,60,E1,129.17,87.5,-18.18,No,No,Male,Agency,2,L002,600020,26,1,D8
8309,3263460,Yes,5,30,E1,7.69,0,-7.14,No,No,Female,Direct,5,L002,600020,33,5,D22
8310,3263486,Yes,13,45,E1,28.57,28.57,0,No,Yes,Male,Direct,3,L002,600020,23,1,D20
8311,3263493,Yes,94,90,E1,58.54,36.59,-13.85,No,No,Female,Agency,3,L002,600020,26,4,D10
8312,3263495,No,20,60,E2,31.03,28.97,-1.58,Yes,No,Male,Agency,7,L004,560034,32,6,D20
8313,3263498,No,2,30,E2,15.79,31.58,13.64,No,No,Female,Direct,7,L001,201301,31,6,D6
8314,3263519,No,7,30,E1,22.22,33.33,9.09,No,Yes,Male,Direct,3,L001,201301,28,6,D20
8315,3263521,Yes,58,90,E1,54.76,42.86,-7.69,No,No,Male,Agency,4,L004,560034,29,5,D10
8316,3263523,No,59,60,E1,66.67,53.85,-7.69,No,No,Male,Direct,3,L004,560034,28,5,D13
8317,3263524,No,4,60,E1,52.17,30.43,-14.29,No,No,Male,Agency,4,L004,560034,29,4,D7
8318,3263525,Yes,3,45,E1,62.5,62.5,0,No,No,Male,Direct,4,L004,560034,27,5,D14
8319,3263526,No,20,30,E1,22.22,11.11,-9.09,No,No,Female,Direct,3,L004,560034,28,4,D1
8320,3263527,Yes,46,30,E1,42.86,42.86,0,No,No,Male,Direct,5,L004,560034,29,4,D3
8321,3263528,Yes,37,30,E1,34.05,34.05,0,No,No,Male,Direct,3,L004,560034,27,5,D17
8322,3263529,Yes,58,30,E1,8.33,8.33,0,No,No,Male,Direct,4,L004,560034,27,4,D1
8323,3263530,Yes,23,30,E1,31.25,31.25,0,No,No,Male,Direct,3,L004,560034,27,5,D18
8324,3263532,Yes,26,30,E1,25,25,0,No,Yes,Male,Direct,3,L002,600020,27,1,D1
8325,3263540,No,0,30,E1,160,64,-36.92,No,No,Male,Employee Referral,7,L004,560034,36,7,D4
8326,3263567,No,14,30,E1,66.67,66.67,0,No,Yes,Male,Employee Referral,3,L004,560034,25,1,D5
8327,3263568,Yes,55,90,E1,93.55,93.55,0,No,No,Male,Direct,3,L004,560034,29,5,D18
8328,3263569,Yes,37,90,E1,55.56,44.44,-7.14,No,No,Male,Agency,4,L004,560034,27,5,D9
8329,3263570,Yes,46,60,E1,68.67,56.63,-7.14,No,No,Male,Direct,4,L004,560034,30,5,D15
8330,3263571,Yes,44,30,E1,62.91,62.91,0,No,No,Female,Agency,4,L004,560034,27,5,D7
8331,3263572,No,35,30,E1,28.57,28.57,0,No,No,Female,Direct,3,L004,560034,30,5,D24
8332,3263575,Yes,94,45,E1,30,30,0,No,No,Male,Agency,4,L004,560034,28,5,D3
8334,3263582,Yes,51,45,E2,27.99,27.99,0,No,No,Male,Employee Referral,5,L002,600020,32,2,D21
8335,3263648,Yes,40,30,E1,50.75,50.75,0,No,No,Female,Direct,3,L002,600020,25,1,D22
8336,3263663,Yes,44,30,E1,114.29,114.29,0,No,No,Male,Agency,2,L002,600020,25,1,D4
8337,3263664,No,1,90,E1,24.02,24.02,0,No,No,Female,Agency,6,L002,600020,33,4,D6
8338,3263677,Yes,39,30,E1,77.27,77.27,0,No,Yes,Male,Agency,2,L002,600020,24,1,D6
8339,3263727,No,4,30,E1,66.67,100,20,No,No,Female,Direct,3,L005,500004,28,6,D19
8340,3263771,Yes,6,30,E1,100,77.5,-11.25,No,No,Female,Employee Referral,3,L002,600020,26,1,D8
8341,3263825,No,3,60,E3,28.57,35.71,5.56,Yes,No,Male,Direct,5,L001,201301,33,2,D17
8342,3263862,Yes,5,60,E1,78.57,50,-16,No,No,Male,Agency,3,L002,600020,28,5,D10
8343,3263870,No,13,60,E1,12,-12,-21.43,No,Yes,Male,Agency,3,L002,600020,25,5,D9
8344,3263914,No,23,30,E1,66.67,52.78,-8.33,No,No,Male,Employee Referral,3,L002,600020,28,4,D8
8345,3264112,No,39,45,E1,29.23,29.23,0,No,No,Male,Employee Referral,4,L002,600020,28,4,D13
8346,3266528,No,31,30,E2,60.85,60.85,0,No,No,Male,Direct,8,L002,600020,32,1,D1
8347,3266560,Yes,19,30,E2,12.5,13.13,0.56,No,No,Male,Employee Referral,7,L002,600020,31,1,D17
8348,3266571,Yes,99,30,E2,36.36,36.36,0,No,No,Female,Direct,6,L002,600020,30,1,D14
8349,3266577,Yes,28,30,E1,92.31,94.23,1,No,No,Male,Employee Referral,5,L002,600020,30,4,D21
8350,3266655,Yes,63,30,E2,50.68,33.56,-11.36,No,No,Male,Direct,6,L006,700027,30,7,D1
8352,3266676,Yes,106,90,E1,66.67,54.76,-7.14,No,No,Male,Direct,4,L006,700027,27,7,D2
8353,3266687,Yes,37,30,E2,100,40,-30,No,No,Male,Employee Referral,5,L001,201301,38,2,D8
8355,3266700,Yes,38,30,E1,66.67,42.86,-14.29,Yes,No,Female,Direct,3,L006,700027,28,7,D24
8356,3266718,No,0,60,E2,38.89,31.94,-5,Yes,No,Male,Direct,6,L006,700027,31,7,D24
8357,3266760,Yes,37,30,E1,66.67,40,-16,No,No,Male,Direct,3,L006,700027,31,7,D12
8358,3266777,No,0,30,E1,70.21,27.66,-25,No,No,Male,Direct,6,L006,700027,30,7,D20
8359,3266798,No,9,30,E1,177.78,177.78,0,No,No,Female,Agency,1,L002,600020,28,1,D13
8360,3266812,No,1,90,E1,20.83,20.83,0,No,No,Male,Agency,3,L002,600020,28,4,D22
8361,3266829,No,24,90,E2,30,20,-7.69,No,No,Male,Agency,8,L001,201301,36,1,D5
8362,3266860,Yes,34,45,E1,33.33,44.44,8.33,No,Yes,Female,Agency,4,L001,201301,29,1,D8
8363,3266867,Yes,39,30,E1,56.25,40.63,-10,No,No,Male,Agency,3,L001,201301,32,5,D23
8364,3266878,Yes,16,30,E1,35.48,35.48,0,No,Yes,Male,Direct,3,L002,600020,27,1,D5
8367,3266913,No,3,30,E1,41.67,41.67,0,No,No,Male,Direct,3,L002,600020,29,5,D20
8368,3266914,Yes,11,30,E1,90,90,0,No,No,Male,Direct,3,L002,600020,28,5,D7
8369,3266915,No,4,30,E1,43.75,50,4.35,No,Yes,Male,Agency,3,L002,600020,25,1,D18
8370,3266921,No,9,30,E2,33.33,33.33,0,No,No,Male,Direct,9,L009,400001,39,4,D10
8371,3266940,No,8,30,E3,8.29,25.52,15.92,No,No,Male,Agency,9,L004,560034,32,1,D2
8372,3267019,Yes,30,30,E1,42.22,44.44,1.56,No,No,Male,Employee Referral,3,L001,201301,26,5,D12
8373,3267088,No,4,30,E1,28.99,28.99,0,No,Yes,Male,Agency,3,L002,600020,26,5,D19
8374,3267220,Yes,92,60,E1,33.33,37.78,3.33,No,Yes,Male,Agency,4,L001,201301,26,1,D15
8375,3267238,No,5,30,E1,0,0,0,No,No,Male,Direct,12,L005,500004,38,2,D22
8376,3267240,Yes,39,30,E3,25,27.58,2.06,No,No,Male,Agency,7,L005,500004,35,2,D2
8377,3267248,No,5,30,E1,0,0,0,No,No,Male,Direct,8,L005,500004,38,2,D6
8378,3267258,Yes,1,30,E1,58.73,47.39,-7.14,No,No,Female,Agency,3,L002,600020,27,1,D23
8381,3267316,Yes,99,90,E2,22.45,12.24,-8.33,Yes,No,Male,Direct,5,L002,600020,33,7,D9
8382,3267348,Yes,26,30,E1,11.11,-37.5,-43.75,No,No,Male,Agency,2,L004,560034,26,1,D22
8383,3267355,No,3,30,E1,66.67,50,-10,No,No,Male,Agency,1,L004,560034,26,1,D23
8384,3267357,Yes,28,30,E1,28.57,7.14,-16.67,No,Yes,Male,Agency,2,L004,560034,25,1,D7
8385,3267362,No,3,30,E1,78.57,60.71,-10,No,No,Male,Agency,1,L004,560034,23,1,D14
8386,3267364,Yes,26,30,E1,20,20,0,No,No,Female,Employee Referral,5,L001,201301,30,2,D15
8387,3267379,Yes,69,60,E1,122.22,100,-10,No,No,Male,Agency,2,L002,600020,30,1,D23
8388,3267389,No,20,30,E1,48.65,43.24,-3.64,No,Yes,Male,Direct,3,L002,600020,26,1,D18
8391,3267468,Yes,61,30,E1,25,42.86,14.29,No,Yes,Male,Agency,3,L002,600020,25,1,D21
8392,3267502,No,28,30,E1,15.38,0,-13.33,No,No,Male,Employee Referral,4,L002,600020,31,4,D4
8393,3267512,No,21,30,E1,33.93,25,-6.67,No,No,Male,Direct,4,L001,201301,28,1,D6
8394,3267523,No,21,30,E1,150,110,-16,No,Yes,Male,Direct,3,L002,600020,26,5,D10
8395,3267579,No,14,30,E2,62.72,54.59,-5,No,Yes,Male,Agency,6,L002,600020,27,1,D15
8396,3267629,Yes,73,30,E1,60,60,0,No,No,Female,Direct,4,L001,201301,29,7,D3
8397,3267632,Yes,92,90,E1,33.33,26.67,-5,Yes,Yes,Female,Agency,3,L001,201301,25,1,D14
8398,3267669,Yes,32,30,E2,25,25,0,No,No,Female,Agency,5,L004,560034,31,8,D19
8400,3267682,Yes,102,90,E3,22.22,5.56,-13.64,No,No,Male,Agency,12,L001,201301,37,2,D12
8401,3267687,Yes,1,60,E1,71.88,84.38,7.27,No,Yes,Male,Direct,3,L002,600020,29,1,D10
8402,3267701,Yes,75,60,E1,63.64,45.45,-11.11,No,No,Male,Direct,6,L002,600020,33,8,D13
8403,3267761,No,10,30,E1,56.25,56.25,0,No,No,Male,Employee Referral,1,L002,600020,21,2,D13
8404,3267805,No,27,30,E1,95.92,79.59,-8.33,No,No,Female,Agency,3,L002,600020,27,4,D1
8405,3267834,No,55,30,E1,78,78,0,No,No,Male,Agency,3,L002,600020,29,4,D11
8407,3267845,Yes,9,30,E1,34.62,34.62,0,No,No,Male,Agency,3,L002,600020,28,4,D15
8408,3267851,No,5,90,E2,37.5,25,-9.09,No,No,Male,Agency,6,L001,201301,30,7,D6
8409,3267890,Yes,56,90,E3,31.69,27.3,-3.33,No,No,Male,Direct,7,L004,560034,29,4,D6
8410,3267909,Yes,84,90,E3,50,41.67,-5.56,No,No,Male,Employee Referral,9,L006,700027,33,6,D2
8411,3267925,Yes,14,60,E2,35,50,11.11,No,Yes,Male,Direct,3,L005,500004,25,2,D17
8412,3267932,No,22,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,L002,600020,26,4,D14
8413,3267989,No,20,30,E2,66.67,66.67,0,No,No,Male,Direct,5,L002,600020,34,2,D18
8414,3267993,Yes,59,60,E2,45.45,40.29,-3.55,No,No,Male,Direct,5,L002,600020,32,2,D14
8415,3268000,No,2,30,E1,29.63,29.63,0,No,No,Female,Employee Referral,2,L001,201301,28,5,D23
8416,3268014,Yes,8,30,E1,53.33,46.67,-4.35,No,No,Male,Direct,2,L009,400001,26,2,D13
8418,3270389,No,65,30,E1,42.86,5.95,-25.83,No,No,Male,Employee Referral,4,L002,600020,29,4,D1
8419,3270452,No,18,60,E1,33.33,-22.22,-41.67,No,No,Male,Agency,1,L003,122107,23,1,D1
8420,3270464,Yes,7,30,E1,33.33,0,-25,No,Yes,Male,Agency,2,L001,201301,24,1,D11
8421,3270522,No,8,90,E1,41.51,32.07,-6.67,No,No,Male,Agency,3,L002,600020,26,5,D22
8423,3270533,Yes,163,30,E1,35.42,18.75,-12.31,No,No,Male,Agency,3,L004,560034,26,1,D3
8424,3270536,No,49,30,E1,47.22,47.22,0,No,No,Male,Agency,4,L002,600020,26,5,D21
8425,3270542,Yes,7,30,E2,9.67,15.98,5.76,No,Yes,Male,Agency,7,L002,600020,38,1,D10
8426,3270559,Yes,40,30,E2,85.19,48.15,-20,No,No,Female,Agency,5,L004,560034,26,1,D24
8427,3270611,No,21,60,E1,33.33,-33.33,-50,No,No,Male,Agency,1,L001,201301,25,1,D20
8429,3270664,Yes,56,30,E1,45,35,-6.9,No,No,Male,Direct,3,L004,560034,26,1,D14
8430,3270681,Yes,38,30,E2,5.93,111.86,100,No,No,Male,Agency,7,L004,560034,32,1,D2
8432,3270717,No,1,30,E1,33.33,-16.67,-37.5,No,No,Female,Agency,2,L001,201301,24,1,D12
8433,3270719,No,31,60,E1,32.65,32.65,0,No,No,Male,Agency,3,L002,600020,26,5,D8
8434,3270723,Yes,41,30,E1,25,23.61,-1.11,No,No,Male,Agency,3,L002,600020,26,3,D3
8435,3270739,No,24,30,E1,30,35,3.85,No,No,Male,Agency,3,L002,600020,24,5,D21
8436,3270740,No,10,30,E1,42.86,40.82,-1.43,No,Yes,Male,Agency,3,L002,600020,27,1,D18
8437,3270799,No,26,30,E1,25,14.58,-8.33,No,No,Male,Agency,3,L002,600020,28,3,D14
8438,3270804,No,45,60,E1,46.34,34.15,-8.33,No,No,Male,Agency,3,L002,600020,27,3,D18
8439,3270807,Yes,35,30,E1,66.67,60,-4,No,Yes,Female,Direct,2,L004,560034,27,2,D3
8440,3270812,Yes,89,30,E1,52.67,39.95,-8.33,No,No,Male,Agency,3,L004,560034,25,1,D19
8441,3270868,No,7,30,E1,44.74,44.74,0,No,No,Male,Agency,4,L002,600020,26,5,D15
8442,3270874,Yes,98,90,E1,27.91,27.91,0,No,No,Male,Agency,2,L004,560034,26,1,D19
8443,3270888,No,7,30,E1,30.43,30.43,0,No,No,Male,Direct,3,L003,122107,26,4,D23
8444,3270899,No,103,30,E1,64.38,42.47,-13.33,No,No,Male,Agency,3,L004,560034,26,1,D14
8445,3270935,Yes,93,90,E3,28,28,0,No,No,Male,Direct,10,L002,600020,33,2,D15
8446,3270941,Yes,6,30,E1,33.33,6.67,-20,No,No,Male,Agency,3,L001,201301,27,1,D13
8447,3270949,No,33,60,E1,33.33,-22.22,-41.67,No,No,Male,Agency,2,L001,201301,25,1,D24
8448,3272375,Yes,35,30,E2,31.1,17.54,-10.34,No,No,Male,Direct,7,L002,600020,29,1,D5
8449,3272421,No,101,30,E2,4.17,31.25,26,No,No,Female,Direct,6,L004,560034,29,1,D6
8450,3273804,No,8,30,E1,50,50,0,No,No,Male,Agency,3,L002,600020,28,1,D4
8451,3273814,No,22,30,E1,37.7,37.7,0,No,No,Male,Agency,2,L002,600020,29,5,D23
8454,3273930,No,19,30,E1,81.82,78.79,-1.67,No,No,Male,Direct,2,L004,560034,25,6,D8
8455,3273959,No,1,30,E1,62.5,47.5,-9.23,No,No,Male,Agency,3,L002,600020,26,4,D4
8456,3273987,Yes,31,30,E1,26.32,17.11,-7.29,No,No,Male,Agency,4,L002,600020,27,5,D7
8457,3274017,No,16,30,E1,122.22,66.67,-25,No,No,Male,Direct,2,L002,600020,29,1,D17
8459,3274043,No,17,30,E1,5.63,5.63,0,No,No,Male,Agency,3,L002,600020,31,5,D9
8461,3274053,No,23,90,E1,42.86,16.07,-18.75,Yes,No,Male,Direct,3,L001,201301,26,1,D14
8462,3274073,No,8,30,E2,19.05,0,-16,Yes,Yes,Male,Direct,7,L002,600020,33,1,D11
8463,3274086,Yes,67,60,E1,50,50,0,No,No,Male,Agency,3,L004,560034,26,1,D11
8464,3274153,Yes,13,30,E1,39.81,29.83,-7.14,No,No,Male,Direct,5,L004,560034,31,5,D22
8465,3274157,No,1,30,E2,66.67,83.33,10,No,No,Male,Employee Referral,6,L001,201301,28,2,D12
8466,3274195,Yes,45,60,E1,100,83.33,-8.33,No,No,Male,Agency,1,L002,600020,23,2,D11
8467,3274210,Yes,31,60,E2,20.93,20.93,0,No,No,Male,Employee Referral,8,L005,500004,40,8,D22
8468,3274232,No,17,30,E1,66.67,66.67,0,No,No,Female,Direct,4,L001,201301,28,5,D22
8469,3274245,No,5,45,E1,28.57,28.57,0,No,No,Male,Agency,3,L004,560034,25,4,D6
8470,3274246,No,14,30,E1,30,24,-4.62,No,Yes,Male,Direct,3,L002,600020,29,5,D19
8471,3274262,No,10,30,E1,80,80,0,No,No,Male,Direct,4,L002,600020,27,5,D17
8472,3274269,Yes,42,30,E1,40,40,0,No,No,Male,Direct,4,L002,600020,27,5,D6
8473,3274350,Yes,16,30,E1,41.67,30,-8.24,No,Yes,Male,Direct,3,L001,201301,26,7,D20
8475,3274369,No,20,30,E1,66.67,55.56,-6.67,Yes,No,Female,Direct,3,L004,560034,26,7,D8
8477,3274387,No,0,30,E1,65.48,51.3,-8.57,Yes,Yes,Male,Direct,3,L001,201301,27,7,D4
8478,3274399,No,2,30,E1,20.49,41.39,17.35,No,No,Male,Direct,3,L002,600020,26,1,D19
8479,3274456,Yes,0,30,E2,35,35,0,Yes,No,Female,Direct,10,L002,600020,32,8,D10
8481,3274479,Yes,71,60,E1,50,40,-6.67,Yes,No,Male,Agency,5,L003,122107,33,4,D9
8482,3274496,Yes,4,30,E1,28.57,27.14,-1.11,No,Yes,Male,Agency,3,L002,600020,25,1,D12
8483,3274503,Yes,71,60,E1,40.56,40.56,0,No,No,Male,Agency,3,L003,122107,29,4,D20
8484,3274517,Yes,42,60,E1,64.84,42.86,-13.33,No,No,Male,Agency,3,L003,122107,26,4,D11
8487,3274557,No,8,90,E1,25,25,0,Yes,No,Male,Agency,3,L003,122107,26,4,D5
8488,3274563,Yes,39,30,E1,28.57,28.57,0,No,Yes,Male,Agency,2,L002,600020,24,1,D5
8490,3274582,No,44,60,E1,25,-1.79,-21.43,No,No,Male,Agency,6,L003,122107,31,4,D24
8492,3274597,Yes,2,30,E1,41.03,41.03,0,No,No,Male,Agency,3,L002,600020,25,1,D20
8494,3274605,Yes,2,30,E1,18.06,18.06,0,No,Yes,Male,Agency,2,L002,600020,30,1,D17
8495,3274638,Yes,52,30,E1,42.24,37.93,-3.03,No,No,Male,Agency,5,L004,560034,27,1,D6
8496,3274663,Yes,5,30,E1,71.88,56.25,-9.09,No,Yes,Female,Employee Referral,3,L004,560034,25,7,D8
8497,3274671,Yes,20,30,E2,39.53,20.93,-13.33,No,No,Male,Employee Referral,4,L002,600020,32,2,D20
8498,3274678,Yes,22,30,E2,94.44,73.61,-10.71,No,Yes,Male,Direct,6,L004,560034,36,8,D5
8500,3274697,No,0,30,E1,30.77,38.46,5.88,No,Yes,Male,Agency,2,L002,600020,24,1,D1
8501,3274720,Yes,1,30,E1,30.64,30.64,0,No,Yes,Male,Agency,3,L002,600020,27,1,D3
8502,3274740,No,5,30,E1,71.43,42.86,-16.67,No,No,Female,Employee Referral,4,L004,560034,30,7,D11
8505,3274846,No,24,45,E2,30.43,73.91,33.33,No,No,Male,Direct,13,L004,560034,35,1,D17
8507,3274886,No,58,60,E2,20,10,-8.33,No,No,Male,Agency,7,L001,201301,28,2,D3
8509,3274914,Yes,7,30,E1,36.17,33.61,-1.89,No,No,Male,Direct,3,L001,201301,30,5,D6
8510,3274915,No,2,30,E1,20,34.4,12,No,No,Female,Direct,1,L001,201301,23,2,D3
8511,3275068,No,14,30,E2,61.76,41.18,-12.73,No,No,Male,Employee Referral,3,L004,560034,24,2,D21
8513,3277552,Yes,6,30,E2,0,0,0,No,No,Male,Employee Referral,4,L001,201301,32,2,D22
8514,3277565,Yes,99,30,E2,21.21,13.64,-6.25,No,No,Male,Direct,6,L006,700027,30,7,D6
8515,3277647,Yes,7,30,E1,20.69,20.69,0,No,No,Male,Direct,3,L001,201301,25,5,D13
8516,3277823,Yes,38,30,E1,54.76,38.1,-10.77,No,No,Male,Direct,3,L002,600020,27,5,D22
8517,3277841,No,2,30,E1,44.93,44.93,0,No,No,Male,Direct,3,L002,600020,26,5,D7
8518,3277868,No,10,45,E2,66.67,66.67,0,No,No,Male,Direct,6,L001,201301,31,2,D16
8519,3277907,No,1,45,E2,33.33,266.67,175,No,Yes,Male,Direct,7,L002,600020,32,2,D24
8520,3277953,Yes,2,60,E1,64.56,10.13,-33.08,No,No,Male,Agency,2,L002,600020,25,1,D12
8521,3277989,No,2,30,E1,25.71,42.86,13.64,No,No,Female,Employee Referral,3,L004,560034,28,1,D7
8522,3277990,Yes,69,90,E1,66.67,63.89,-1.67,No,No,Male,Agency,3,L004,560034,26,4,D3
8523,3278006,No,69,60,E2,36.08,36.08,0,No,No,Male,Agency,10,L002,600020,35,2,D7
8524,3278060,Yes,46,60,E2,33.33,52.22,14.17,No,No,Male,Agency,1,L001,201301,30,2,D16
8525,3278069,No,31,30,E1,57.14,28.57,-18.18,Yes,Yes,Female,Agency,3,L002,600020,25,1,D1
8528,3278137,Yes,63,30,E1,79.86,49.88,-16.67,No,Yes,Female,Agency,3,L003,122107,26,1,D24
8529,3278145,Yes,26,60,E1,33.45,29,-3.33,No,No,Male,Agency,4,L003,122107,29,1,D16
8530,3278237,No,23,30,E1,62.16,42.86,-11.9,No,No,Female,Employee Referral,2,L004,560034,25,1,D2
8531,3278252,Yes,24,30,E1,23.61,23.61,0,No,No,Female,Employee Referral,4,L002,600020,28,1,D23
8532,3278263,No,0,60,E2,37.04,11.11,-18.92,No,No,Male,Agency,2,L001,201301,25,2,D20
8533,3278277,Yes,5,60,E2,36.29,36.29,0,No,Yes,Male,Employee Referral,3,L002,600020,31,2,D18
8534,3278305,No,1,30,E2,40.56,40.56,0,No,No,Male,Direct,3,L001,201301,30,2,D1
8535,3278335,Yes,41,30,E2,44.44,11.11,-23.08,No,No,Male,Direct,3,L004,560034,26,2,D15
8536,3278343,No,1,30,E2,63.69,44.38,-11.8,No,No,Male,Direct,4,L004,560034,30,2,D10
8537,3278354,No,2,30,E1,125.23,125.23,0,No,Yes,Male,Direct,2,L004,560034,24,2,D17
8538,3278421,Yes,57,60,E2,40,29.05,-7.82,No,No,Male,Direct,7,L004,560034,34,5,D9
